1129418599 2005.10.15 R35-M1-N0 I:J18 U11 2005-10-15-16.23.19.929572 R35-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R33-M0-NC I:J18 U11 2005-10-15-16.23.22.133308 R33-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R33-M0-NC I:J18 U01 2005-10-15-16.23.22.246311 R33-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R31-M0-N0 I:J18 U11 2005-10-15-16.23.22.372505 R31-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R31-M0-N0 I:J18 U01 2005-10-15-16.23.22.498453 R31-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R36-M1-N8 I:J18 U11 2005-10-15-16.23.22.611273 R36-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R36-M1-N8 I:J18 U01 2005-10-15-16.23.22.736843 R36-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R22-M1-N0 I:J18 U11 2005-10-15-16.23.22.861446 R22-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418602 2005.10.15 R22-M1-N0 I:J18 U01 2005-10-15-16.23.22.977420 R22-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R26-M0-NC I:J18 U11 2005-10-15-16.23.23.090044 R26-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R26-M0-NC I:J18 U01 2005-10-15-16.23.23.197590 R26-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R26-M0-N8 I:J18 U11 2005-10-15-16.23.23.311357 R26-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R26-M0-N8 I:J18 U01 2005-10-15-16.23.23.437025 R26-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R26-M0-N4 I:J18 U11 2005-10-15-16.23.23.557036 R26-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R26-M0-N4 I:J18 U01 2005-10-15-16.23.23.666417 R26-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R31-M0-N8 I:J18 U11 2005-10-15-16.23.23.793123 R31-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418603 2005.10.15 R31-M0-N8 I:J18 U01 2005-10-15-16.23.23.912329 R31-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R26-M0-N0 I:J18 U11 2005-10-15-16.23.24.019894 R26-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R26-M0-N0 I:J18 U01 2005-10-15-16.23.24.128068 R26-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R22-M1-NC I:J18 U11 2005-10-15-16.23.24.235088 R22-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R22-M1-NC I:J18 U01 2005-10-15-16.23.24.341700 R22-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R20-M1-N0 I:J18 U11 2005-10-15-16.23.24.449615 R20-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R20-M1-N0 I:J18 U01 2005-10-15-16.23.24.501626 R20-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R20-M0-N8 I:J18 U11 2005-10-15-16.23.24.603983 R20-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R20-M0-N8 I:J18 U01 2005-10-15-16.23.24.705677 R20-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R31-M0-NC I:J18 U11 2005-10-15-16.23.24.747035 R31-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R31-M0-NC I:J18 U01 2005-10-15-16.23.24.873511 R31-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418604 2005.10.15 R30-M0-N0 I:J18 U11 2005-10-15-16.23.24.974709 R30-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R30-M0-N0 I:J18 U01 2005-10-15-16.23.25.078584 R30-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M0-N0 I:J18 U11 2005-10-15-16.23.25.185940 R37-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M0-N0 I:J18 U01 2005-10-15-16.23.25.299025 R37-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M0-NC I:J18 U11 2005-10-15-16.23.25.412307 R37-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M0-NC I:J18 U01 2005-10-15-16.23.25.526332 R37-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M1-N0 I:J18 U11 2005-10-15-16.23.25.640423 R37-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M1-N0 I:J18 U01 2005-10-15-16.23.25.754507 R37-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M0-N8 I:J18 U11 2005-10-15-16.23.25.868095 R37-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418605 2005.10.15 R37-M0-N8 I:J18 U01 2005-10-15-16.23.25.981489 R37-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418606 2005.10.15 R33-M1-NC I:J18 U11 2005-10-15-16.23.26.101264 R33-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418606 2005.10.15 R33-M1-NC I:J18 U01 2005-10-15-16.23.26.209126 R33-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418606 2005.10.15 R37-M1-N4 I:J18 U11 2005-10-15-16.23.26.310861 R37-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418606 2005.10.15 R37-M1-N4 I:J18 U01 2005-10-15-16.23.26.592878 R37-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418606 2005.10.15 R24-M1-NC I:J18 U11 2005-10-15-16.23.26.747491 R24-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418606 2005.10.15 R24-M1-NC I:J18 U01 2005-10-15-16.23.26.883799 R24-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R37-M1-N8 I:J18 U11 2005-10-15-16.23.27.118445 R37-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R37-M1-N8 I:J18 U01 2005-10-15-16.23.27.314387 R37-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R37-M1-NC I:J18 U11 2005-10-15-16.23.27.416648 R37-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R37-M1-NC I:J18 U01 2005-10-15-16.23.27.517235 R37-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R20-M1-N8 I:J18 U11 2005-10-15-16.23.27.607643 R20-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R20-M1-N8 I:J18 U01 2005-10-15-16.23.27.696515 R20-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R20-M1-NC I:J18 U11 2005-10-15-16.23.27.800647 R20-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R20-M1-NC I:J18 U01 2005-10-15-16.23.27.888850 R20-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418607 2005.10.15 R27-M1-NC I:J18 U11 2005-10-15-16.23.27.977962 R27-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R27-M1-NC I:J18 U01 2005-10-15-16.23.28.069273 R27-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R27-M1-N8 I:J18 U11 2005-10-15-16.23.28.158907 R27-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R27-M1-N8 I:J18 U01 2005-10-15-16.23.28.248436 R27-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R26-M1-N4 I:J18 U11 2005-10-15-16.23.28.338796 R26-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R26-M1-N4 I:J18 U01 2005-10-15-16.23.28.439207 R26-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R27-M0-N0 I:J18 U11 2005-10-15-16.23.28.540737 R27-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R27-M0-N0 I:J18 U01 2005-10-15-16.23.28.642326 R27-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R33-M1-N8 I:J18 U11 2005-10-15-16.23.28.756340 R33-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R33-M1-N8 I:J18 U01 2005-10-15-16.23.28.858073 R33-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418608 2005.10.15 R25-M0-N0 I:J18 U11 2005-10-15-16.23.28.960055 R25-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R25-M0-N0 I:J18 U01 2005-10-15-16.23.29.061566 R25-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R22-M0-N8 I:J18 U11 2005-10-15-16.23.29.162972 R22-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R22-M0-N8 I:J18 U01 2005-10-15-16.23.29.264293 R22-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R21-M1-N4 I:J18 U11 2005-10-15-16.23.29.372094 R21-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R21-M1-N4 I:J18 U01 2005-10-15-16.23.29.474411 R21-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R27-M1-N4 I:J18 U11 2005-10-15-16.23.29.570017 R27-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R27-M1-N4 I:J18 U01 2005-10-15-16.23.29.665910 R27-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R24-M0-N8 I:J18 U11 2005-10-15-16.23.29.768803 R24-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R24-M0-N8 I:J18 U01 2005-10-15-16.23.29.814892 R24-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418609 2005.10.15 R24-M0-N4 I:J18 U11 2005-10-15-16.23.29.930783 R24-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R24-M0-N4 I:J18 U01 2005-10-15-16.23.30.026627 R24-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R24-M0-N0 I:J18 U11 2005-10-15-16.23.30.122364 R24-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R24-M0-N0 I:J18 U01 2005-10-15-16.23.30.229578 R24-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R20-M0-NC I:J18 U11 2005-10-15-16.23.30.325817 R20-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R20-M0-NC I:J18 U01 2005-10-15-16.23.30.420957 R20-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R27-M0-NC I:J18 U11 2005-10-15-16.23.30.517118 R27-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R27-M0-NC I:J18 U01 2005-10-15-16.23.30.612884 R27-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R26-M1-N8 I:J18 U11 2005-10-15-16.23.30.703187 R26-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R26-M1-N8 I:J18 U01 2005-10-15-16.23.30.792248 R26-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
1129418610 2005.10.15 R27-M0-N8 I:J18 U11 2005-10-15-16.23.30.893218 R27-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/EPStreamTriad.32R.rts: invalid or missing program image, Permission denied
