1128267094 2005.10.02 R50-M1-N0 I:J18 U11 2005-10-02-08.31.34.473933 R50-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267096 2005.10.02 R77-M0-N0 I:J18 U11 2005-10-02-08.31.36.796327 R77-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267096 2005.10.02 R77-M0-N0 I:J18 U01 2005-10-02-08.31.36.882388 R77-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267096 2005.10.02 R77-M0-NC I:J18 U11 2005-10-02-08.31.36.977874 R77-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M0-NC I:J18 U01 2005-10-02-08.31.37.074189 R77-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M1-N4 I:J18 U11 2005-10-02-08.31.37.169169 R77-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M1-N4 I:J18 U01 2005-10-02-08.31.37.270847 R77-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M0-N8 I:J18 U11 2005-10-02-08.31.37.372774 R77-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M0-N8 I:J18 U01 2005-10-02-08.31.37.474048 R77-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M1-N0 I:J18 U11 2005-10-02-08.31.37.588462 R77-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M1-N0 I:J18 U01 2005-10-02-08.31.37.689940 R77-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M0-N4 I:J18 U11 2005-10-02-08.31.37.792384 R77-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267097 2005.10.02 R77-M0-N4 I:J18 U01 2005-10-02-08.31.37.905942 R77-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R77-M1-NC I:J18 U11 2005-10-02-08.31.38.007298 R77-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R77-M1-NC I:J18 U01 2005-10-02-08.31.38.109212 R77-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R77-M1-N8 I:J18 U11 2005-10-02-08.31.38.211050 R77-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R77-M1-N8 I:J18 U01 2005-10-02-08.31.38.312462 R77-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R40-M1-NC I:J18 U11 2005-10-02-08.31.38.419980 R40-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R40-M1-NC I:J18 U01 2005-10-02-08.31.38.528096 R40-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R41-M1-N0 I:J18 U11 2005-10-02-08.31.38.647294 R41-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R41-M1-N0 I:J18 U01 2005-10-02-08.31.38.761399 R41-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R41-M0-NC I:J18 U11 2005-10-02-08.31.38.866062 R41-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267098 2005.10.02 R41-M0-NC I:J18 U01 2005-10-02-08.31.38.971171 R41-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R41-M1-N4 I:J18 U11 2005-10-02-08.31.39.087298 R41-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R41-M1-N4 I:J18 U01 2005-10-02-08.31.39.193370 R41-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R54-M1-N0 I:J18 U11 2005-10-02-08.31.39.304100 R54-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R54-M1-N0 I:J18 U01 2005-10-02-08.31.39.417329 R54-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R54-M1-N8 I:J18 U11 2005-10-02-08.31.39.655138 R54-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R54-M1-N8 I:J18 U01 2005-10-02-08.31.39.697469 R54-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267099 2005.10.02 R53-M0-N4 I:J18 U11 2005-10-02-08.31.39.916516 R53-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R53-M0-N4 I:J18 U01 2005-10-02-08.31.40.020868 R53-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R41-M0-N8 I:J18 U11 2005-10-02-08.31.40.129111 R41-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R41-M0-N8 I:J18 U01 2005-10-02-08.31.40.237604 R41-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R41-M0-N4 I:J18 U11 2005-10-02-08.31.40.344696 R41-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R41-M0-N4 I:J18 U01 2005-10-02-08.31.40.451069 R41-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R53-M0-NC I:J18 U11 2005-10-02-08.31.40.558760 R53-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R53-M0-NC I:J18 U01 2005-10-02-08.31.40.678442 R53-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R54-M0-N4 I:J18 U11 2005-10-02-08.31.40.792424 R54-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267100 2005.10.02 R54-M0-N4 I:J18 U01 2005-10-02-08.31.40.899665 R54-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R54-M0-N0 I:J18 U11 2005-10-02-08.31.41.025775 R54-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R54-M0-N0 I:J18 U01 2005-10-02-08.31.41.145994 R54-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R56-M0-N0 I:J18 U11 2005-10-02-08.31.41.247354 R56-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R56-M0-N0 I:J18 U01 2005-10-02-08.31.41.343050 R56-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R55-M1-NC I:J18 U11 2005-10-02-08.31.41.433985 R55-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R55-M1-NC I:J18 U01 2005-10-02-08.31.41.523756 R55-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R53-M1-N8 I:J18 U11 2005-10-02-08.31.41.625597 R53-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R53-M1-N8 I:J18 U01 2005-10-02-08.31.41.732913 R53-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R56-M1-N0 I:J18 U11 2005-10-02-08.31.41.834289 R56-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267101 2005.10.02 R56-M1-N0 I:J18 U01 2005-10-02-08.31.41.936020 R56-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R56-M1-N4 I:J18 U11 2005-10-02-08.31.42.044828 R56-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R56-M1-N4 I:J18 U01 2005-10-02-08.31.42.159317 R56-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R56-M0-N8 I:J18 U11 2005-10-02-08.31.42.265146 R56-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R56-M0-N8 I:J18 U01 2005-10-02-08.31.42.372219 R56-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R55-M1-N4 I:J18 U11 2005-10-02-08.31.42.492551 R55-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R55-M1-N4 I:J18 U01 2005-10-02-08.31.42.608901 R55-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R51-M1-N0 I:J18 U11 2005-10-02-08.31.42.732720 R51-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R51-M1-N0 I:J18 U01 2005-10-02-08.31.42.851689 R51-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267102 2005.10.02 R55-M0-N0 I:J18 U11 2005-10-02-08.31.42.959292 R55-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R55-M0-N0 I:J18 U01 2005-10-02-08.31.43.066786 R55-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R51-M1-NC I:J18 U11 2005-10-02-08.31.43.174779 R51-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R51-M1-NC I:J18 U01 2005-10-02-08.31.43.288717 R51-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R54-M1-NC I:J18 U11 2005-10-02-08.31.43.397338 R54-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R54-M1-NC I:J18 U01 2005-10-02-08.31.43.509612 R54-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R54-M1-N4 I:J18 U11 2005-10-02-08.31.43.626130 R54-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R54-M1-N4 I:J18 U01 2005-10-02-08.31.43.732631 R54-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R53-M0-N8 I:J18 U11 2005-10-02-08.31.43.850776 R53-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267103 2005.10.02 R53-M0-N8 I:J18 U01 2005-10-02-08.31.43.964640 R53-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R53-M0-N0 I:J18 U11 2005-10-02-08.31.44.072113 R53-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R53-M0-N0 I:J18 U01 2005-10-02-08.31.44.179574 R53-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R56-M0-NC I:J18 U11 2005-10-02-08.31.44.287085 R56-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R56-M0-NC I:J18 U01 2005-10-02-08.31.44.394850 R56-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R51-M1-N4 I:J18 U11 2005-10-02-08.31.44.503093 R51-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R51-M1-N4 I:J18 U01 2005-10-02-08.31.44.623984 R51-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267104 2005.10.02 R53-M1-N4 I:J18 U11 2005-10-02-08.31.44.860108 R53-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R53-M1-N4 I:J18 U01 2005-10-02-08.31.45.060259 R53-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R53-M1-N0 I:J18 U11 2005-10-02-08.31.45.174516 R53-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R53-M1-N0 I:J18 U01 2005-10-02-08.31.45.281373 R53-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R53-M1-NC I:J18 U11 2005-10-02-08.31.45.388627 R53-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R53-M1-NC I:J18 U01 2005-10-02-08.31.45.497071 R53-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R55-M0-N4 I:J18 U11 2005-10-02-08.31.45.610612 R55-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R55-M0-N4 I:J18 U01 2005-10-02-08.31.45.729793 R55-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R55-M0-N8 I:J18 U11 2005-10-02-08.31.45.855289 R55-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267105 2005.10.02 R55-M0-N8 I:J18 U01 2005-10-02-08.31.45.974988 R55-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R45-M1-N8 I:J18 U11 2005-10-02-08.31.46.082824 R45-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R45-M1-N8 I:J18 U01 2005-10-02-08.31.46.190343 R45-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R45-M0-N8 I:J18 U11 2005-10-02-08.31.46.299081 R45-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R45-M0-N8 I:J18 U01 2005-10-02-08.31.46.406858 R45-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R45-M1-N4 I:J18 U11 2005-10-02-08.31.46.513249 R45-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R45-M1-N4 I:J18 U01 2005-10-02-08.31.46.633916 R45-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R44-M1-N8 I:J18 U11 2005-10-02-08.31.46.746595 R44-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R44-M1-N8 I:J18 U01 2005-10-02-08.31.46.854530 R44-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267106 2005.10.02 R41-M1-NC I:J18 U11 2005-10-02-08.31.46.975160 R41-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267107 2005.10.02 R41-M1-NC I:J18 U01 2005-10-02-08.31.47.094789 R41-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
1128267107 2005.10.02 R44-M0-N8 I:J18 U11 2005-10-02-08.31.47.207956 R44-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied
