1128550727 2005.10.05 R44-M0-N0 I:J18 U01 2005-10-05-15.18.47.225963 R44-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550729 2005.10.05 R42-M1-N8 I:J18 U01 2005-10-05-15.18.49.509610 R42-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550729 2005.10.05 R44-M0-N4 I:J18 U11 2005-10-05-15.18.49.625222 R44-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550729 2005.10.05 R44-M0-N4 I:J18 U01 2005-10-05-15.18.49.727971 R44-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550729 2005.10.05 R36-M0-N4 I:J18 U11 2005-10-05-15.18.49.829411 R36-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550729 2005.10.05 R36-M0-N4 I:J18 U01 2005-10-05-15.18.49.931297 R36-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R45-M1-NC I:J18 U11 2005-10-05-15.18.50.031624 R45-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R45-M1-NC I:J18 U01 2005-10-05-15.18.50.133027 R45-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R36-M1-NC I:J18 U11 2005-10-05-15.18.50.233636 R36-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R36-M1-NC I:J18 U01 2005-10-05-15.18.50.335906 R36-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R22-M1-N8 I:J18 U11 2005-10-05-15.18.50.438825 R22-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R22-M1-N8 I:J18 U01 2005-10-05-15.18.50.539796 R22-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R40-M1-N8 I:J18 U11 2005-10-05-15.18.50.640819 R40-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R40-M1-N8 I:J18 U01 2005-10-05-15.18.50.754712 R40-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R33-M1-N0 I:J18 U11 2005-10-05-15.18.50.856770 R33-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550730 2005.10.05 R33-M1-N0 I:J18 U01 2005-10-05-15.18.50.964951 R33-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R25-M0-N4 I:J18 U11 2005-10-05-15.18.51.061076 R25-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R25-M0-N4 I:J18 U01 2005-10-05-15.18.51.162440 R25-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R40-M0-N4 I:J18 U11 2005-10-05-15.18.51.260164 R40-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R40-M0-N4 I:J18 U01 2005-10-05-15.18.51.354986 R40-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R33-M0-NC I:J18 U11 2005-10-05-15.18.51.450325 R33-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R33-M0-NC I:J18 U01 2005-10-05-15.18.51.551931 R33-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R40-M0-N8 I:J18 U11 2005-10-05-15.18.51.666928 R40-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R40-M0-N8 I:J18 U01 2005-10-05-15.18.51.772534 R40-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R42-M0-N0 I:J18 U11 2005-10-05-15.18.51.881741 R42-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550731 2005.10.05 R42-M0-N0 I:J18 U01 2005-10-05-15.18.51.989502 R42-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R40-M0-N0 I:J18 U11 2005-10-05-15.18.52.096096 R40-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R40-M0-N0 I:J18 U01 2005-10-05-15.18.52.205436 R40-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R31-M0-N0 I:J18 U11 2005-10-05-15.18.52.318866 R31-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R31-M0-N0 I:J18 U01 2005-10-05-15.18.52.448948 R31-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R43-M1-N0 I:J18 U11 2005-10-05-15.18.52.551040 R43-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R43-M1-N0 I:J18 U01 2005-10-05-15.18.52.657841 R43-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R36-M1-N8 I:J18 U11 2005-10-05-15.18.52.765360 R36-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R36-M1-N8 I:J18 U01 2005-10-05-15.18.52.866850 R36-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550732 2005.10.05 R22-M1-N0 I:J18 U11 2005-10-05-15.18.52.966533 R22-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R22-M1-N0 I:J18 U01 2005-10-05-15.18.53.216205 R22-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R26-M0-NC I:J18 U11 2005-10-05-15.18.53.363562 R26-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R26-M0-NC I:J18 U01 2005-10-05-15.18.53.472518 R26-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R26-M0-N8 I:J18 U11 2005-10-05-15.18.53.574613 R26-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R26-M0-N8 I:J18 U01 2005-10-05-15.18.53.686543 R26-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R26-M0-N4 I:J18 U11 2005-10-05-15.18.53.794317 R26-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550733 2005.10.05 R26-M0-N4 I:J18 U01 2005-10-05-15.18.53.904112 R26-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R31-M0-N8 I:J18 U11 2005-10-05-15.18.54.011609 R31-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R31-M0-N8 I:J18 U01 2005-10-05-15.18.54.130570 R31-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R26-M0-N0 I:J18 U11 2005-10-05-15.18.54.245932 R26-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R26-M0-N0 I:J18 U01 2005-10-05-15.18.54.354267 R26-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R22-M1-NC I:J18 U11 2005-10-05-15.18.54.469668 R22-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R22-M1-NC I:J18 U01 2005-10-05-15.18.54.581883 R22-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R51-M0-N4 I:J18 U11 2005-10-05-15.18.54.707110 R51-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R51-M0-N4 I:J18 U01 2005-10-05-15.18.54.821628 R51-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550734 2005.10.05 R20-M1-N0 I:J18 U11 2005-10-05-15.18.54.949327 R20-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R20-M1-N0 I:J18 U01 2005-10-05-15.18.55.064050 R20-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R20-M0-N8 I:J18 U11 2005-10-05-15.18.55.174015 R20-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R20-M0-N8 I:J18 U01 2005-10-05-15.18.55.290685 R20-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R31-M0-NC I:J18 U11 2005-10-05-15.18.55.414878 R31-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R31-M0-NC I:J18 U01 2005-10-05-15.18.55.535120 R31-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R51-M0-N0 I:J18 U11 2005-10-05-15.18.55.648657 R51-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R51-M0-N0 I:J18 U01 2005-10-05-15.18.55.767615 R51-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550735 2005.10.05 R30-M0-N0 I:J18 U11 2005-10-05-15.18.55.895404 R30-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R30-M0-N0 I:J18 U01 2005-10-05-15.18.56.009128 R30-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R37-M0-N0 I:J18 U11 2005-10-05-15.18.56.121492 R37-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R37-M0-N0 I:J18 U01 2005-10-05-15.18.56.234762 R37-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R37-M0-NC I:J18 U11 2005-10-05-15.18.56.349040 R37-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R37-M0-NC I:J18 U01 2005-10-05-15.18.56.468585 R37-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R37-M1-N0 I:J18 U11 2005-10-05-15.18.56.593535 R37-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R37-M1-N0 I:J18 U01 2005-10-05-15.18.56.713359 R37-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R50-M1-N0 I:J18 U11 2005-10-05-15.18.56.832510 R50-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550736 2005.10.05 R50-M1-N0 I:J18 U01 2005-10-05-15.18.56.965666 R50-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R37-M0-N8 I:J18 U11 2005-10-05-15.18.57.084009 R37-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R37-M0-N8 I:J18 U01 2005-10-05-15.18.57.204604 R37-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R33-M1-NC I:J18 U11 2005-10-05-15.18.57.346629 R33-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R33-M1-NC I:J18 U01 2005-10-05-15.18.57.478668 R33-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R37-M1-N4 I:J18 U11 2005-10-05-15.18.57.598641 R37-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R37-M1-N4 I:J18 U01 2005-10-05-15.18.57.712225 R37-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550737 2005.10.05 R24-M1-NC I:J18 U11 2005-10-05-15.18.57.833845 R24-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R24-M1-NC I:J18 U01 2005-10-05-15.18.58.035719 R24-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R37-M1-N8 I:J18 U11 2005-10-05-15.18.58.197927 R37-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R37-M1-N8 I:J18 U01 2005-10-05-15.18.58.359421 R37-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R37-M1-NC I:J18 U11 2005-10-05-15.18.58.471518 R37-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R37-M1-NC I:J18 U01 2005-10-05-15.18.58.585947 R37-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R20-M1-N8 I:J18 U11 2005-10-05-15.18.58.712800 R20-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R20-M1-N8 I:J18 U01 2005-10-05-15.18.58.827518 R20-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550738 2005.10.05 R20-M1-NC I:J18 U11 2005-10-05-15.18.58.939736 R20-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R20-M1-NC I:J18 U01 2005-10-05-15.18.59.054950 R20-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R52-M1-N0 I:J18 U11 2005-10-05-15.18.59.167134 R52-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R52-M1-N0 I:J18 U01 2005-10-05-15.18.59.275548 R52-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R27-M1-NC I:J18 U11 2005-10-05-15.18.59.382302 R27-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R27-M1-NC I:J18 U01 2005-10-05-15.18.59.483201 R27-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R27-M1-N8 I:J18 U11 2005-10-05-15.18.59.586071 R27-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R27-M1-N8 I:J18 U01 2005-10-05-15.18.59.693199 R27-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R40-M0-NC I:J18 U11 2005-10-05-15.18.59.801743 R40-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
1128550739 2005.10.05 R40-M0-NC I:J18 U01 2005-10-05-15.18.59.909380 R40-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/cop.rts: invalid or missing program image, Permission denied
