1129165840 2005.10.12 R77-M0-N0 I:J18 U11 2005-10-12-18.10.40.107355 R77-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165841 2005.10.12 R41-M0-NC I:J18 U01 2005-10-12-18.10.41.561635 R41-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165841 2005.10.12 R54-M1-N0 I:J18 U11 2005-10-12-18.10.41.682762 R54-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165841 2005.10.12 R54-M1-N0 I:J18 U01 2005-10-12-18.10.41.787062 R54-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165841 2005.10.12 R54-M1-N8 I:J18 U11 2005-10-12-18.10.41.905490 R54-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R54-M1-N8 I:J18 U01 2005-10-12-18.10.42.014130 R54-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R41-M0-N8 I:J18 U11 2005-10-12-18.10.42.081828 R41-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R41-M0-N8 I:J18 U01 2005-10-12-18.10.42.190615 R41-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R41-M0-N4 I:J18 U11 2005-10-12-18.10.42.296693 R41-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R41-M0-N4 I:J18 U01 2005-10-12-18.10.42.420806 R41-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R55-M1-NC I:J18 U11 2005-10-12-18.10.42.604728 R55-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R55-M1-NC I:J18 U01 2005-10-12-18.10.42.702682 R55-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R56-M1-N0 I:J18 U11 2005-10-12-18.10.42.827975 R56-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165842 2005.10.12 R56-M1-N0 I:J18 U01 2005-10-12-18.10.42.920702 R56-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R56-M1-N4 I:J18 U11 2005-10-12-18.10.43.022055 R56-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R56-M1-N4 I:J18 U01 2005-10-12-18.10.43.134184 R56-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R55-M1-N4 I:J18 U11 2005-10-12-18.10.43.296331 R55-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R55-M1-N4 I:J18 U01 2005-10-12-18.10.43.388761 R55-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R51-M1-N0 I:J18 U11 2005-10-12-18.10.43.504901 R51-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R51-M1-N0 I:J18 U01 2005-10-12-18.10.43.623556 R51-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R51-M1-NC I:J18 U11 2005-10-12-18.10.43.763298 R51-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R51-M1-NC I:J18 U01 2005-10-12-18.10.43.862762 R51-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165843 2005.10.12 R54-M1-NC I:J18 U11 2005-10-12-18.10.43.979286 R54-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R54-M1-NC I:J18 U01 2005-10-12-18.10.44.092804 R54-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R54-M1-N4 I:J18 U11 2005-10-12-18.10.44.205687 R54-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R54-M1-N4 I:J18 U01 2005-10-12-18.10.44.320239 R54-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R51-M1-N4 I:J18 U11 2005-10-12-18.10.44.485957 R51-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R51-M1-N4 I:J18 U01 2005-10-12-18.10.44.593304 R51-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R53-M1-NC I:J18 U11 2005-10-12-18.10.44.735567 R53-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R53-M1-NC I:J18 U01 2005-10-12-18.10.44.843535 R53-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165844 2005.10.12 R55-M0-N8 I:J18 U11 2005-10-12-18.10.44.967341 R55-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R55-M0-N8 I:J18 U01 2005-10-12-18.10.45.238874 R55-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R45-M0-N8 I:J18 U11 2005-10-12-18.10.45.428072 R45-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R45-M0-N8 I:J18 U01 2005-10-12-18.10.45.484415 R45-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R44-M0-N8 I:J18 U11 2005-10-12-18.10.45.594499 R44-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R44-M0-N8 I:J18 U01 2005-10-12-18.10.45.729149 R44-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R44-M0-NC I:J18 U11 2005-10-12-18.10.45.837545 R44-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165845 2005.10.12 R44-M0-NC I:J18 U01 2005-10-12-18.10.45.950615 R44-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R35-M1-N0 I:J18 U01 2005-10-12-18.10.46.066433 R35-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R44-M0-N0 I:J18 U11 2005-10-12-18.10.46.168937 R44-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R44-M0-N0 I:J18 U01 2005-10-12-18.10.46.274871 R44-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R55-M0-NC I:J18 U11 2005-10-12-18.10.46.408617 R55-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R55-M0-NC I:J18 U01 2005-10-12-18.10.46.516865 R55-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R51-M1-N8 I:J18 U11 2005-10-12-18.10.46.633072 R51-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R51-M1-N8 I:J18 U01 2005-10-12-18.10.46.747221 R51-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165846 2005.10.12 R55-M1-N0 I:J18 U11 2005-10-12-18.10.46.890464 R55-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R36-M0-N8 I:J18 U11 2005-10-12-18.10.47.011787 R36-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R36-M0-N8 I:J18 U01 2005-10-12-18.10.47.134118 R36-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R40-M1-N4 I:J18 U11 2005-10-12-18.10.47.188450 R40-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R42-M0-N4 I:J18 U11 2005-10-12-18.10.47.316476 R42-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R42-M0-N4 I:J18 U01 2005-10-12-18.10.47.424576 R42-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R36-M0-NC I:J18 U11 2005-10-12-18.10.47.540790 R36-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R36-M0-NC I:J18 U01 2005-10-12-18.10.47.644852 R36-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R43-M1-NC I:J18 U11 2005-10-12-18.10.47.757721 R43-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165847 2005.10.12 R43-M1-NC I:J18 U01 2005-10-12-18.10.47.881250 R43-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R36-M0-N0 I:J18 U11 2005-10-12-18.10.48.007496 R36-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R36-M0-N0 I:J18 U01 2005-10-12-18.10.48.132245 R36-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R31-M0-N4 I:J18 U11 2005-10-12-18.10.48.247484 R31-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R31-M0-N4 I:J18 U01 2005-10-12-18.10.48.362662 R31-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R42-M1-N8 I:J18 U11 2005-10-12-18.10.48.474103 R42-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R44-M0-N4 I:J18 U11 2005-10-12-18.10.48.600786 R44-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R44-M0-N4 I:J18 U01 2005-10-12-18.10.48.702391 R44-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R36-M0-N4 I:J18 U11 2005-10-12-18.10.48.820663 R36-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165848 2005.10.12 R36-M0-N4 I:J18 U01 2005-10-12-18.10.48.937458 R36-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R45-M1-NC I:J18 U11 2005-10-12-18.10.49.049379 R45-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R45-M1-NC I:J18 U01 2005-10-12-18.10.49.162695 R45-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R36-M1-NC I:J18 U11 2005-10-12-18.10.49.275706 R36-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R36-M1-NC I:J18 U01 2005-10-12-18.10.49.401996 R36-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R22-M1-N8 I:J18 U11 2005-10-12-18.10.49.521042 R22-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R22-M1-N8 I:J18 U01 2005-10-12-18.10.49.635403 R22-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R40-M1-N8 I:J18 U01 2005-10-12-18.10.49.755952 R40-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R33-M1-N0 I:J18 U11 2005-10-12-18.10.49.869149 R33-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165849 2005.10.12 R33-M1-N0 I:J18 U01 2005-10-12-18.10.49.988131 R33-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R25-M0-N4 I:J18 U11 2005-10-12-18.10.50.240650 R25-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R25-M0-N4 I:J18 U01 2005-10-12-18.10.50.401032 R25-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R40-M0-N4 I:J18 U11 2005-10-12-18.10.50.553613 R40-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R40-M0-N4 I:J18 U01 2005-10-12-18.10.50.660965 R40-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R33-M0-NC I:J18 U11 2005-10-12-18.10.50.767323 R33-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R33-M0-NC I:J18 U01 2005-10-12-18.10.50.873127 R33-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165850 2005.10.12 R40-M0-N8 I:J18 U11 2005-10-12-18.10.50.996083 R40-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R40-M0-N8 I:J18 U01 2005-10-12-18.10.51.101353 R40-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R42-M0-N0 I:J18 U11 2005-10-12-18.10.51.209846 R42-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R42-M0-N0 I:J18 U01 2005-10-12-18.10.51.329619 R42-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R40-M0-N0 I:J18 U11 2005-10-12-18.10.51.436412 R40-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R40-M0-N0 I:J18 U01 2005-10-12-18.10.51.543779 R40-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R31-M0-N0 I:J18 U11 2005-10-12-18.10.51.651152 R31-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R31-M0-N0 I:J18 U01 2005-10-12-18.10.51.752936 R31-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R43-M1-N0 I:J18 U11 2005-10-12-18.10.51.859596 R43-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165851 2005.10.12 R43-M1-N0 I:J18 U01 2005-10-12-18.10.51.967991 R43-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R36-M1-N8 I:J18 U11 2005-10-12-18.10.52.074825 R36-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R36-M1-N8 I:J18 U01 2005-10-12-18.10.52.176623 R36-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R22-M1-N0 I:J18 U11 2005-10-12-18.10.52.237195 R22-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R22-M1-N0 I:J18 U01 2005-10-12-18.10.52.344722 R22-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R26-M0-NC I:J18 U11 2005-10-12-18.10.52.453104 R26-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R26-M0-NC I:J18 U01 2005-10-12-18.10.52.556762 R26-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R26-M0-N8 I:J18 U01 2005-10-12-18.10.52.676817 R26-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
1129165852 2005.10.12 R26-M0-N4 I:J18 U11 2005-10-12-18.10.52.782310 R26-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
