1128510313 2005.10.05 R40-M0-N4 I:J18 U11 2005-10-05-04.05.13.372109 R40-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510318 2005.10.05 R00-M0-N4 I:J18 U11 2005-10-05-04.05.18.662986 R00-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510318 2005.10.05 R00-M0-N4 I:J18 U01 2005-10-05-04.05.18.782855 R00-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510318 2005.10.05 R00-M0-N0 I:J18 U11 2005-10-05-04.05.18.889327 R00-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510319 2005.10.05 R00-M0-N0 I:J18 U01 2005-10-05-04.05.19.027904 R00-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510319 2005.10.05 R00-M0-N8 I:J18 U11 2005-10-05-04.05.19.136128 R00-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510319 2005.10.05 R00-M0-N8 I:J18 U01 2005-10-05-04.05.19.244104 R00-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M0-N0 I:J18 U11 2005-10-05-04.05.20.101904 R77-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M0-N0 I:J18 U01 2005-10-05-04.05.20.206436 R77-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M0-NC I:J18 U11 2005-10-05-04.05.20.325631 R77-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M0-NC I:J18 U01 2005-10-05-04.05.20.446253 R77-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M1-N4 I:J18 U11 2005-10-05-04.05.20.579617 R77-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M1-N4 I:J18 U01 2005-10-05-04.05.20.696963 R77-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M0-N8 I:J18 U11 2005-10-05-04.05.20.816444 R77-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510320 2005.10.05 R77-M0-N8 I:J18 U01 2005-10-05-04.05.20.948093 R77-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M1-N0 I:J18 U11 2005-10-05-04.05.21.061230 R77-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M1-N0 I:J18 U01 2005-10-05-04.05.21.176177 R77-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M0-N4 I:J18 U11 2005-10-05-04.05.21.289738 R77-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M0-N4 I:J18 U01 2005-10-05-04.05.21.408100 R77-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M1-NC I:J18 U11 2005-10-05-04.05.21.703534 R77-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M1-NC I:J18 U01 2005-10-05-04.05.21.851420 R77-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510321 2005.10.05 R77-M1-N8 I:J18 U11 2005-10-05-04.05.21.966024 R77-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R77-M1-N8 I:J18 U01 2005-10-05-04.05.22.079094 R77-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R40-M1-NC I:J18 U11 2005-10-05-04.05.22.193122 R40-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R40-M1-NC I:J18 U01 2005-10-05-04.05.22.305892 R40-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R41-M1-N0 I:J18 U11 2005-10-05-04.05.22.425759 R41-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R41-M1-N0 I:J18 U01 2005-10-05-04.05.22.539812 R41-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R41-M0-NC I:J18 U11 2005-10-05-04.05.22.665337 R41-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R41-M0-NC I:J18 U01 2005-10-05-04.05.22.784885 R41-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510322 2005.10.05 R41-M1-N4 I:J18 U11 2005-10-05-04.05.22.899019 R41-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R41-M1-N4 I:J18 U01 2005-10-05-04.05.23.012695 R41-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R54-M1-N0 I:J18 U11 2005-10-05-04.05.23.145565 R54-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R54-M1-N0 I:J18 U01 2005-10-05-04.05.23.271411 R54-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R54-M1-N8 I:J18 U11 2005-10-05-04.05.23.397795 R54-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R54-M1-N8 I:J18 U01 2005-10-05-04.05.23.534086 R54-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R53-M0-N4 I:J18 U11 2005-10-05-04.05.23.683362 R53-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R53-M0-N4 I:J18 U01 2005-10-05-04.05.23.791675 R53-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R41-M0-N8 I:J18 U11 2005-10-05-04.05.23.929019 R41-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510323 2005.10.05 R41-M0-N8 I:J18 U01 2005-10-05-04.05.23.993494 R41-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R41-M0-N4 I:J18 U11 2005-10-05-04.05.24.139183 R41-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R41-M0-N4 I:J18 U01 2005-10-05-04.05.24.263984 R41-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R53-M0-NC I:J18 U11 2005-10-05-04.05.24.391983 R53-M0-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R53-M0-NC I:J18 U01 2005-10-05-04.05.24.509059 R53-M0-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R54-M0-N4 I:J18 U11 2005-10-05-04.05.24.628303 R54-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R54-M0-N4 I:J18 U01 2005-10-05-04.05.24.747435 R54-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R54-M0-N0 I:J18 U11 2005-10-05-04.05.24.862702 R54-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510324 2005.10.05 R54-M0-N0 I:J18 U01 2005-10-05-04.05.24.975889 R54-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R56-M0-N0 I:J18 U11 2005-10-05-04.05.25.094675 R56-M0-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R56-M0-N0 I:J18 U01 2005-10-05-04.05.25.214016 R56-M0-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R55-M1-NC I:J18 U11 2005-10-05-04.05.25.329768 R55-M1-NC I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R55-M1-NC I:J18 U01 2005-10-05-04.05.25.443174 R55-M1-NC I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R53-M1-N8 I:J18 U11 2005-10-05-04.05.25.508434 R53-M1-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R53-M1-N8 I:J18 U01 2005-10-05-04.05.25.568208 R53-M1-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R56-M1-N0 I:J18 U11 2005-10-05-04.05.25.621741 R56-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R56-M1-N0 I:J18 U01 2005-10-05-04.05.25.748323 R56-M1-N0 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R56-M1-N4 I:J18 U11 2005-10-05-04.05.25.860919 R56-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510325 2005.10.05 R56-M1-N4 I:J18 U01 2005-10-05-04.05.25.975975 R56-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R56-M0-N8 I:J18 U11 2005-10-05-04.05.26.088078 R56-M0-N8 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R56-M0-N8 I:J18 U01 2005-10-05-04.05.26.202124 R56-M0-N8 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R56-M0-N4 I:J18 U11 2005-10-05-04.05.26.327615 R56-M0-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R56-M0-N4 I:J18 U01 2005-10-05-04.05.26.597050 R56-M0-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R55-M1-N4 I:J18 U11 2005-10-05-04.05.26.747808 R55-M1-N4 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R55-M1-N4 I:J18 U01 2005-10-05-04.05.26.859975 R55-M1-N4 I:J18 U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
1128510326 2005.10.05 R51-M1-N0 I:J18 U11 2005-10-05-04.05.26.975378 R51-M1-N0 I:J18 U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
